Phone Number,Email,Credit Score,Age Group,Family Background,Income,Intent,family_encoded,age_encoded
+91-7698193652,user8586@test.com,331,18–25,Married with Kids,967307,1,1,0
+91-8678545962,user8587@test.com,311,51+,Married with Kids,194841,0,1,3
+91-1209236880,user8588@test.com,618,36–50,Married with Kids,822250,0,1,2
+91-8574964551,user8589@test.com,300,36–50,Married with Kids,562506,0,1,2
+91-6296836897,user8590@test.com,734,26–35,Single,614136,1,2,1
+91-9055135460,user8591@test.com,435,18–25,Married with Kids,615750,1,1,0
+91-1610796800,user8592@test.com,495,26–35,Single,974523,1,2,1
+91-2869543599,user8593@test.com,432,51+,Married with Kids,657293,0,1,3
+91-3686903487,user8594@test.com,385,26–35,Married,337903,0,0,1
+91-8730260125,user8595@test.com,775,36–50,Single,884446,1,2,2
+91-9456724740,user8596@test.com,623,18–25,Married with Kids,689759,1,1,0
+91-9302432900,user8597@test.com,479,51+,Single,751006,0,2,3
+91-7637665803,user8598@test.com,815,26–35,Married with Kids,206379,1,1,1
+91-6712978486,user8599@test.com,474,36–50,Married with Kids,937160,0,1,2
+91-5350685869,user8600@test.com,320,26–35,Single,764051,1,2,1
+91-9827078587,user8601@test.com,404,36–50,Married with Kids,109756,0,1,2
+91-4312867348,user8602@test.com,742,18–25,Married with Kids,747958,1,1,0
+91-4411948708,user8603@test.com,348,51+,Married with Kids,922740,0,1,3
+91-4461388940,user8604@test.com,827,26–35,Married with Kids,164079,1,1,1
+91-1863293675,user8605@test.com,444,51+,Married with Kids,689812,0,1,3
+91-7217921018,user8606@test.com,639,18–25,Married with Kids,553682,1,1,0
+91-2419989477,user8607@test.com,653,36–50,Single,633615,1,2,2
+91-3318685009,user8608@test.com,374,18–25,Married,274380,0,0,0
+91-2167090356,user8609@test.com,618,18–25,Married with Kids,205561,0,1,0
+91-9192437098,user8610@test.com,386,51+,Single,456580,0,2,3
+91-7891079730,user8611@test.com,341,18–25,Married,116533,0,0,0
+91-1559283597,user8612@test.com,392,26–35,Single,621970,1,2,1
+91-7238207586,user8613@test.com,806,36–50,Married,197417,0,0,2
+91-2561385847,user8614@test.com,828,18–25,Married,455462,1,0,0
+91-4348897362,user8615@test.com,564,26–35,Married,799848,1,0,1
+91-5622651722,user8616@test.com,591,36–50,Single,822520,0,2,2
+91-6625847104,user8617@test.com,763,51+,Married,140429,0,0,3
+91-1225231263,user8618@test.com,396,36–50,Married with Kids,544942,0,1,2
+91-7432322659,user8619@test.com,394,51+,Married with Kids,448492,0,1,3
+91-9961046095,user8620@test.com,625,36–50,Married,959497,0,0,2
+91-3304346664,user8621@test.com,373,18–25,Married,513869,1,0,0
+91-5523440124,user8622@test.com,635,51+,Married with Kids,979828,0,1,3
+91-5345461175,user8623@test.com,367,51+,Single,637942,0,2,3
+91-3095125707,user8624@test.com,376,51+,Single,495324,0,2,3
+91-9762930354,user8625@test.com,507,18–25,Married with Kids,431627,0,1,0
+91-8444189168,user8626@test.com,520,18–25,Single,632187,1,2,0
+91-4318339688,user8627@test.com,561,36–50,Single,244444,0,2,2
+91-1879323221,user8628@test.com,709,36–50,Married,530898,1,0,2
+91-5396411729,user8629@test.com,630,18–25,Single,982341,1,2,0
+91-5864128790,user8630@test.com,643,18–25,Married with Kids,991403,1,1,0
+91-5823496036,user8631@test.com,373,51+,Single,561015,0,2,3
+91-1290432257,user8632@test.com,553,36–50,Married,716012,0,0,2
+91-8453798954,user8633@test.com,631,36–50,Married with Kids,129295,0,1,2
+91-7857996127,user8634@test.com,697,51+,Married with Kids,559329,1,1,3
+91-3462462682,user8635@test.com,644,51+,Married with Kids,442709,0,1,3
+91-5103974110,user8636@test.com,754,51+,Married,149574,0,0,3
+91-3674820116,user8637@test.com,414,26–35,Married with Kids,463211,0,1,1
+91-1157826636,user8638@test.com,612,26–35,Married,296006,0,0,1
+91-4763886914,user8639@test.com,527,18–25,Married,130066,0,0,0
+91-1532834348,user8640@test.com,544,36–50,Single,314221,0,2,2
+91-8848416526,user8641@test.com,825,51+,Married with Kids,840456,1,1,3
+91-6040992124,user8642@test.com,827,51+,Single,240017,0,2,3
+91-9485737205,user8643@test.com,726,36–50,Single,129418,0,2,2
+91-8936465071,user8644@test.com,341,26–35,Married,182607,0,0,1
+91-2064821866,user8645@test.com,764,36–50,Single,674162,1,2,2
+91-5333956605,user8646@test.com,577,18–25,Single,998590,1,2,0
+91-1134749424,user8647@test.com,318,26–35,Single,510346,1,2,1
+91-7052795642,user8648@test.com,365,36–50,Married with Kids,972689,0,1,2
+91-7926538153,user8649@test.com,466,36–50,Single,230538,0,2,2
+91-2657907687,user8650@test.com,702,18–25,Married,313699,1,0,0
+91-8344739472,user8651@test.com,708,36–50,Married with Kids,312465,0,1,2
+91-5358440884,user8652@test.com,411,26–35,Married,534610,1,0,1
+91-2193062140,user8653@test.com,573,51+,Married with Kids,604588,0,1,3
+91-6091192384,user8654@test.com,706,51+,Married with Kids,673923,1,1,3
+91-8890466266,user8655@test.com,672,51+,Married with Kids,357470,0,1,3
+91-2960089008,user8656@test.com,338,26–35,Married,999455,1,0,1
+91-2478186745,user8657@test.com,404,36–50,Single,461981,0,2,2
+91-7438424271,user8658@test.com,623,36–50,Married with Kids,313161,0,1,2
+91-6081679199,user8659@test.com,713,36–50,Married,379548,0,0,2
+91-5978544275,user8660@test.com,728,36–50,Married with Kids,696917,1,1,2
+91-8355912493,user8661@test.com,360,51+,Single,113156,0,2,3
+91-9865395524,user8662@test.com,606,26–35,Married with Kids,548834,1,1,1
+91-8053919094,user8663@test.com,653,18–25,Married,149999,1,0,0
+91-8566716616,user8664@test.com,692,26–35,Married with Kids,507001,1,1,1
+91-9981346690,user8665@test.com,503,36–50,Married,279431,0,0,2
+91-8132272463,user8666@test.com,557,36–50,Single,584023,0,2,2
+91-2084902785,user8667@test.com,785,26–35,Single,376838,1,2,1
+91-9394878180,user8668@test.com,816,26–35,Married with Kids,955981,1,1,1
+91-8002830691,user8669@test.com,745,51+,Single,288302,0,2,3
+91-4241723382,user8670@test.com,479,36–50,Married,132799,0,0,2
+91-4237473902,user8671@test.com,641,26–35,Married with Kids,976720,1,1,1
+91-6186324588,user8672@test.com,432,36–50,Married,242228,0,0,2
+91-2294928866,user8673@test.com,742,26–35,Married with Kids,402789,1,1,1
+91-7501262769,user8674@test.com,552,36–50,Married,794298,0,0,2
+91-2387014300,user8675@test.com,564,26–35,Married with Kids,550198,1,1,1
+91-5678582383,user8676@test.com,392,36–50,Married,439758,0,0,2
+91-4411092552,user8677@test.com,710,18–25,Married,322686,1,0,0
+91-1637531610,user8678@test.com,437,51+,Married with Kids,233387,0,1,3
+91-3924954557,user8679@test.com,507,18–25,Married,328339,0,0,0
+91-1243699905,user8680@test.com,606,51+,Single,984801,0,2,3
+91-9232563621,user8681@test.com,565,51+,Married,112420,0,0,3
+91-1059004491,user8682@test.com,617,26–35,Married with Kids,380456,0,1,1
+91-7334732216,user8683@test.com,412,18–25,Single,907827,1,2,0
+91-1497686133,user8684@test.com,677,51+,Single,402445,0,2,3
+91-8758201182,user8685@test.com,753,36–50,Married,351985,0,0,2
+91-9165935361,user8686@test.com,490,26–35,Married,146972,0,0,1
+91-3136300246,user8687@test.com,739,26–35,Married,687582,1,0,1
+91-3217014889,user8688@test.com,486,36–50,Single,180853,0,2,2
+91-8691031392,user8689@test.com,666,36–50,Single,744423,1,2,2
+91-2554359057,user8690@test.com,388,51+,Single,182504,0,2,3
+91-5626101782,user8691@test.com,486,36–50,Married with Kids,909286,0,1,2
+91-9120969475,user8692@test.com,431,26–35,Married with Kids,221373,0,1,1
+91-8771994642,user8693@test.com,675,36–50,Married,432924,0,0,2
+91-2417743945,user8694@test.com,398,18–25,Married with Kids,524145,1,1,0
+91-7535204916,user8695@test.com,333,26–35,Married with Kids,468602,0,1,1
+91-8957493949,user8696@test.com,470,36–50,Married,943535,0,0,2
+91-1444233194,user8697@test.com,665,26–35,Married,609652,1,0,1
+91-6809228867,user8698@test.com,358,51+,Single,425764,0,2,3
+91-2081508494,user8699@test.com,480,18–25,Single,976022,1,2,0
+91-6293459157,user8700@test.com,318,51+,Married,970556,0,0,3
+91-6885794271,user8701@test.com,525,18–25,Married,931022,1,0,0
+91-5751153782,user8702@test.com,772,36–50,Married with Kids,986628,1,1,2
+91-9382649587,user8703@test.com,394,26–35,Married with Kids,696842,1,1,1
+91-8546346326,user8704@test.com,596,36–50,Married with Kids,503837,0,1,2
+91-7974255902,user8705@test.com,474,51+,Married,217781,0,0,3
+91-4617347008,user8706@test.com,521,26–35,Married,625261,1,0,1
+91-5907094359,user8707@test.com,353,36–50,Single,874072,0,2,2
+91-1955080408,user8708@test.com,702,36–50,Married with Kids,340210,0,1,2
+91-7719448016,user8709@test.com,617,26–35,Single,945218,1,2,1
+91-5092943581,user8710@test.com,648,26–35,Married,204919,0,0,1
+91-1508100729,user8711@test.com,742,51+,Married with Kids,137097,0,1,3
+91-4729395431,user8712@test.com,839,18–25,Single,221403,1,2,0
+91-3351187272,user8713@test.com,581,18–25,Married,920677,1,0,0
+91-4270390916,user8714@test.com,659,26–35,Single,820571,1,2,1
+91-6055856229,user8715@test.com,307,18–25,Married with Kids,679129,1,1,0
+91-8802341332,user8716@test.com,790,51+,Single,649634,1,2,3
+91-2481955997,user8717@test.com,640,18–25,Single,729921,1,2,0
+91-4321917230,user8718@test.com,771,26–35,Married,696268,1,0,1
+91-8144148674,user8719@test.com,548,51+,Married with Kids,190417,0,1,3
+91-1545613505,user8720@test.com,534,26–35,Single,542369,1,2,1
+91-4465803610,user8721@test.com,382,51+,Married,963374,0,0,3
+91-3762039181,user8722@test.com,392,51+,Married with Kids,991579,0,1,3
+91-3247448875,user8723@test.com,693,26–35,Married,977407,1,0,1
+91-8174799899,user8724@test.com,567,36–50,Married with Kids,892404,0,1,2
+91-5649638916,user8725@test.com,716,26–35,Married,934495,1,0,1
+91-4383374801,user8726@test.com,828,51+,Married,230017,0,0,3
+91-6541205605,user8727@test.com,552,26–35,Married,943487,1,0,1
+91-3948415600,user8728@test.com,421,26–35,Single,858769,1,2,1
+91-5824752217,user8729@test.com,309,51+,Single,557582,0,2,3
+91-2224461966,user8730@test.com,615,18–25,Married,242003,0,0,0
+91-7305173962,user8731@test.com,572,51+,Married with Kids,763062,0,1,3
+91-6558538547,user8732@test.com,605,26–35,Married,709122,1,0,1
+91-6596594230,user8733@test.com,509,51+,Single,943882,0,2,3
+91-5607468821,user8734@test.com,763,51+,Married with Kids,852936,1,1,3
+91-4800997108,user8735@test.com,715,18–25,Single,689540,1,2,0
+91-7466768503,user8736@test.com,515,36–50,Married,146904,0,0,2
+91-8867382923,user8737@test.com,379,26–35,Single,152320,0,2,1
+91-8558017163,user8738@test.com,779,26–35,Single,393144,1,2,1
+91-2796783582,user8739@test.com,846,18–25,Single,195341,1,2,0
+91-4581900238,user8740@test.com,317,51+,Married,882884,0,0,3
+91-2908765143,user8741@test.com,464,36–50,Single,889031,0,2,2
+91-4128765727,user8742@test.com,824,26–35,Married,449780,1,0,1
+91-4160182950,user8743@test.com,501,36–50,Married,851405,0,0,2
+91-1000400604,user8744@test.com,645,36–50,Single,840079,0,2,2
+91-8927733014,user8745@test.com,665,51+,Married with Kids,811525,1,1,3
+91-1960280431,user8746@test.com,747,51+,Single,289927,0,2,3
+91-5148537323,user8747@test.com,812,51+,Single,334849,0,2,3
+91-6113841667,user8748@test.com,618,26–35,Single,624306,1,2,1
+91-1442313473,user8749@test.com,516,36–50,Married with Kids,231930,0,1,2
+91-4753811410,user8750@test.com,333,36–50,Married with Kids,519208,0,1,2
+91-3364742417,user8751@test.com,565,26–35,Married,525796,1,0,1
+91-4194094346,user8752@test.com,379,18–25,Married with Kids,433060,0,1,0
+91-4806484328,user8753@test.com,712,51+,Married with Kids,791160,1,1,3
+91-3607172035,user8754@test.com,551,26–35,Single,683058,1,2,1
+91-8184659331,user8755@test.com,311,51+,Married,315523,0,0,3
+91-5775574210,user8756@test.com,700,36–50,Married,336847,0,0,2
+91-2654858337,user8757@test.com,581,26–35,Married with Kids,923919,1,1,1
+91-4093244356,user8758@test.com,411,18–25,Married with Kids,244015,0,1,0
+91-6044030091,user8759@test.com,677,51+,Single,596383,1,2,3
+91-1494812623,user8760@test.com,567,36–50,Married with Kids,202342,0,1,2
+91-1883581453,user8761@test.com,597,36–50,Married with Kids,685745,0,1,2
+91-6148604807,user8762@test.com,616,18–25,Married,618327,1,0,0
+91-3434320003,user8763@test.com,808,18–25,Married with Kids,380980,1,1,0
+91-1007593245,user8764@test.com,845,51+,Single,987582,1,2,3
+91-8464599173,user8765@test.com,664,36–50,Married,599584,1,0,2
+91-3128698061,user8766@test.com,846,18–25,Married,897826,1,0,0
+91-9641868685,user8767@test.com,570,26–35,Married with Kids,434302,0,1,1
+91-6923494056,user8768@test.com,773,18–25,Single,617912,1,2,0
+91-3769313702,user8769@test.com,836,26–35,Married,486804,1,0,1
+91-8029602835,user8770@test.com,533,36–50,Single,734887,0,2,2
+91-9821384839,user8771@test.com,358,51+,Single,911712,0,2,3
+91-9284617973,user8772@test.com,550,36–50,Married with Kids,224221,0,1,2
+91-2060818586,user8773@test.com,385,36–50,Single,349222,0,2,2
+91-6211575376,user8774@test.com,689,36–50,Married,177318,0,0,2
+91-3438898368,user8775@test.com,479,36–50,Married with Kids,432306,0,1,2
+91-7791843427,user8776@test.com,448,51+,Married,516656,0,0,3
+91-1008793122,user8777@test.com,420,18–25,Single,414856,0,2,0
+91-6803928357,user8778@test.com,555,51+,Single,885072,0,2,3
+91-5343144617,user8779@test.com,608,51+,Married with Kids,471722,0,1,3
+91-3935036910,user8780@test.com,358,51+,Married with Kids,614021,0,1,3
+91-4665736547,user8781@test.com,368,51+,Married,803016,0,0,3
+91-6947303305,user8782@test.com,745,18–25,Married,761949,1,0,0
+91-1282769271,user8783@test.com,687,36–50,Single,934673,1,2,2
+91-6949377599,user8784@test.com,385,18–25,Married with Kids,879955,1,1,0
+91-1596400907,user8785@test.com,526,18–25,Single,647521,1,2,0
+91-1738876760,user8786@test.com,483,36–50,Single,266083,0,2,2
+91-9035213549,user8787@test.com,621,18–25,Married,894609,1,0,0
+91-5980897207,user8788@test.com,617,51+,Married,623099,0,0,3
+91-3418798679,user8789@test.com,698,51+,Married,265600,0,0,3
+91-3517667279,user8790@test.com,592,36–50,Married with Kids,738794,0,1,2
+91-7300057499,user8791@test.com,592,36–50,Married,859106,0,0,2
+91-5524784103,user8792@test.com,784,36–50,Married with Kids,685639,1,1,2
+91-7394417100,user8793@test.com,746,51+,Single,978340,1,2,3
+91-4529105097,user8794@test.com,711,36–50,Married with Kids,550047,1,1,2
+91-8746613735,user8795@test.com,807,18–25,Married,676115,1,0,0
+91-1392226896,user8796@test.com,543,18–25,Married with Kids,516724,1,1,0
+91-8217950257,user8797@test.com,719,26–35,Married with Kids,704789,1,1,1
+91-9276712586,user8798@test.com,453,26–35,Married,168772,0,0,1
+91-6928180313,user8799@test.com,723,36–50,Married,639899,1,0,2
+91-3418135618,user8800@test.com,572,26–35,Single,253354,0,2,1
+91-5969768145,user8801@test.com,819,51+,Married with Kids,927435,1,1,3
+91-8857861145,user8802@test.com,427,51+,Single,836725,0,2,3
+91-1363127513,user8803@test.com,672,18–25,Single,567432,1,2,0
+91-7877380417,user8804@test.com,458,18–25,Married with Kids,874324,1,1,0
+91-1111228550,user8805@test.com,475,26–35,Single,242412,0,2,1
+91-3326990218,user8806@test.com,510,26–35,Married with Kids,458773,0,1,1
+91-7584964188,user8807@test.com,746,51+,Single,448787,0,2,3
+91-4037599545,user8808@test.com,466,18–25,Single,961116,1,2,0
+91-4777779063,user8809@test.com,759,26–35,Married with Kids,470754,1,1,1
+91-6063207718,user8810@test.com,656,51+,Married,183035,0,0,3
+91-9395487457,user8811@test.com,603,18–25,Married with Kids,904597,1,1,0
+91-1781026811,user8812@test.com,532,51+,Married,733610,0,0,3
+91-1305670585,user8813@test.com,626,51+,Married with Kids,511476,0,1,3
+91-7241629425,user8814@test.com,481,18–25,Married with Kids,154515,0,1,0
+91-3703258491,user8815@test.com,633,51+,Married,845812,0,0,3
+91-6729319304,user8816@test.com,328,26–35,Married,209446,0,0,1
+91-1444825420,user8817@test.com,392,51+,Married with Kids,654768,0,1,3
+91-4792962172,user8818@test.com,629,26–35,Married with Kids,807887,1,1,1
+91-6531684780,user8819@test.com,483,36–50,Married with Kids,159789,0,1,2
+91-8321904283,user8820@test.com,394,36–50,Married,807262,0,0,2
+91-5960476664,user8821@test.com,652,36–50,Married with Kids,132191,0,1,2
+91-4831710341,user8822@test.com,564,51+,Married,683776,0,0,3
+91-2851784823,user8823@test.com,318,36–50,Single,830442,0,2,2
+91-7572700578,user8824@test.com,798,36–50,Married,267116,0,0,2
+91-6985255766,user8825@test.com,438,51+,Single,804960,0,2,3
+91-8435189846,user8826@test.com,824,18–25,Married with Kids,973889,1,1,0
+91-2858846970,user8827@test.com,554,51+,Married with Kids,804136,0,1,3
+91-9538479686,user8828@test.com,384,26–35,Married,988908,1,0,1
+91-4199752575,user8829@test.com,757,51+,Single,604703,1,2,3
+91-9986530801,user8830@test.com,831,18–25,Married with Kids,698813,1,1,0
+91-8602718425,user8831@test.com,391,36–50,Married with Kids,939080,0,1,2
+91-8083719128,user8832@test.com,368,51+,Single,638028,0,2,3
+91-3899257061,user8833@test.com,336,36–50,Married with Kids,982148,0,1,2
+91-4776564987,user8834@test.com,439,26–35,Married with Kids,768462,1,1,1
+91-8544155605,user8835@test.com,477,18–25,Married,311965,0,0,0
+91-6540588728,user8836@test.com,436,36–50,Married with Kids,544550,0,1,2
+91-5383666344,user8837@test.com,489,36–50,Single,213917,0,2,2
+91-5480442191,user8838@test.com,641,36–50,Married with Kids,725918,0,1,2
+91-8431816270,user8839@test.com,304,36–50,Married,649509,0,0,2
+91-8479725339,user8840@test.com,556,51+,Married with Kids,163265,0,1,3
+91-3400389579,user8841@test.com,542,18–25,Single,625007,1,2,0
+91-4033845668,user8842@test.com,714,18–25,Married with Kids,314514,1,1,0
+91-5041791154,user8843@test.com,642,36–50,Single,232141,0,2,2
+91-9189607746,user8844@test.com,678,18–25,Married,679002,1,0,0
+91-6571707520,user8845@test.com,445,36–50,Married with Kids,173285,0,1,2
+91-8132172278,user8846@test.com,622,26–35,Married with Kids,375079,0,1,1
+91-4462586043,user8847@test.com,421,26–35,Married,596407,1,0,1
+91-4982925530,user8848@test.com,551,26–35,Single,668323,1,2,1
+91-5152963061,user8849@test.com,610,18–25,Single,488831,0,2,0
